,GEO_ID,NAME,H016H001,H016H002,H016H003,H016H004,H016H005,H016H006,H016H007,H016H008,H016H009,H016H010,H016H011,H016H012,H016H013,H016H014,H016H015,H016H016,H016H017
0,id,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household,Total!!Renter occupied!!7-or-more-person household
663,8710000US3612203,"ZCTA5 12203, New York",470,148,37,48,20,25,7,8,3,322,127,96,57,27,9,6,0
664,8710000US3612204,"ZCTA5 12204, New York",139,33,4,14,8,4,2,1,0,106,30,29,25,13,6,3,0
665,8710000US3612205,"ZCTA5 12205, New York",302,140,22,33,36,29,17,2,1,162,46,42,34,23,9,6,2
666,8710000US3612206,"ZCTA5 12206, New York",591,80,17,18,14,12,9,7,3,511,164,111,88,63,49,21,15
667,8710000US3612207,"ZCTA5 12207, New York",102,3,2,0,0,1,0,0,0,99,64,11,5,11,4,1,3
668,8710000US3612208,"ZCTA5 12208, New York",352,95,21,34,16,13,5,3,3,257,80,76,55,29,4,6,7
669,8710000US3612209,"ZCTA5 12209, New York",295,104,13,22,23,20,12,8,6,191,37,47,31,42,21,6,7
670,8710000US3612210,"ZCTA5 12210, New York",384,26,7,8,7,3,1,0,0,358,128,112,53,35,13,9,8
671,8710000US3612211,"ZCTA5 12211, New York",69,59,8,24,13,6,4,4,0,10,3,3,0,3,0,0,1
672,8710000US3612222,"ZCTA5 12222, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,8710000US3612302,"ZCTA5 12302, New York",163,103,9,30,27,25,11,1,0,60,20,26,6,3,3,2,0
674,8710000US3612303,"ZCTA5 12303, New York",455,170,14,47,42,26,29,7,5,285,54,70,60,52,30,11,8
675,8710000US3612304,"ZCTA5 12304, New York",526,140,17,39,31,24,15,8,6,386,77,103,82,59,35,19,11
676,8710000US3612305,"ZCTA5 12305, New York",214,5,1,3,1,0,0,0,0,209,142,41,16,4,4,1,1
677,8710000US3612306,"ZCTA5 12306, New York",220,120,19,36,25,16,12,10,2,100,22,33,22,10,9,2,2
678,8710000US3612307,"ZCTA5 12307, New York",389,72,8,19,9,15,7,5,9,317,86,51,60,46,35,24,15
679,8710000US3612308,"ZCTA5 12308, New York",480,86,11,27,17,16,9,4,2,394,75,92,99,56,43,20,9
680,8710000US3612309,"ZCTA5 12309, New York",227,141,14,38,34,35,15,2,3,86,23,28,17,9,3,4,2
681,8710000US3612401,"ZCTA5 12401, New York",1051,284,33,82,54,60,33,15,7,767,171,129,146,141,85,49,46
682,8710000US3612404,"ZCTA5 12404, New York",45,32,4,8,9,6,2,2,1,13,1,4,3,5,0,0,0
683,8710000US3612405,"ZCTA5 12405, New York",7,3,1,1,1,0,0,0,0,4,2,0,0,0,2,0,0
684,8710000US3612406,"ZCTA5 12406, New York",10,2,0,1,0,1,0,0,0,8,2,3,1,1,1,0,0
685,8710000US3612407,"ZCTA5 12407, New York",2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
686,8710000US3612409,"ZCTA5 12409, New York",8,7,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0
687,8710000US3612410,"ZCTA5 12410, New York",7,6,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0
688,8710000US3612411,"ZCTA5 12411, New York",5,4,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0
689,8710000US3612412,"ZCTA5 12412, New York",13,5,0,3,0,2,0,0,0,8,2,0,2,4,0,0,0
690,8710000US3612413,"ZCTA5 12413, New York",45,21,4,10,1,4,1,0,1,24,3,8,3,3,6,1,0
691,8710000US3612414,"ZCTA5 12414, New York",186,70,13,16,15,9,11,4,2,116,34,25,24,12,13,5,3
692,8710000US3612416,"ZCTA5 12416, New York",2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
693,8710000US3612417,"ZCTA5 12417, New York",4,2,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0
694,8710000US3612418,"ZCTA5 12418, New York",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
695,8710000US3612419,"ZCTA5 12419, New York",4,3,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0
696,8710000US3612420,"ZCTA5 12420, New York",4,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
697,8710000US3612421,"ZCTA5 12421, New York",5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
698,8710000US3612422,"ZCTA5 12422, New York",4,3,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0
699,8710000US3612423,"ZCTA5 12423, New York",9,7,1,4,2,0,0,0,0,2,0,2,0,0,0,0,0
700,8710000US3612424,"ZCTA5 12424, New York",3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
701,8710000US3612427,"ZCTA5 12427, New York",3,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0
702,8710000US3612428,"ZCTA5 12428, New York",462,165,30,46,28,31,18,6,6,297,75,76,61,39,23,17,6
703,8710000US3612429,"ZCTA5 12429, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
704,8710000US3612430,"ZCTA5 12430, New York",44,11,3,3,1,1,2,1,0,33,5,1,3,4,10,4,6
705,8710000US3612431,"ZCTA5 12431, New York",8,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
706,8710000US3612432,"ZCTA5 12432, New York",11,5,2,0,1,2,0,0,0,6,2,2,1,0,1,0,0
707,8710000US3612433,"ZCTA5 12433, New York",3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
708,8710000US3612434,"ZCTA5 12434, New York",4,3,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0
709,8710000US3612435,"ZCTA5 12435, New York",11,8,3,3,1,0,1,0,0,3,1,1,1,0,0,0,0
710,8710000US3612436,"ZCTA5 12436, New York",4,1,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0
711,8710000US3612438,"ZCTA5 12438, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,8710000US3612439,"ZCTA5 12439, New York",4,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0
713,8710000US3612440,"ZCTA5 12440, New York",22,14,4,6,3,0,1,0,0,8,2,3,3,0,0,0,0
714,8710000US3612441,"ZCTA5 12441, New York",3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
715,8710000US3612442,"ZCTA5 12442, New York",18,8,4,4,0,0,0,0,0,10,5,1,1,1,2,0,0
716,8710000US3612443,"ZCTA5 12443, New York",27,21,1,7,3,5,4,1,0,6,1,4,0,1,0,0,0
717,8710000US3612444,"ZCTA5 12444, New York",7,5,1,2,0,0,2,0,0,2,1,1,0,0,0,0,0
718,8710000US3612446,"ZCTA5 12446, New York",102,57,12,22,10,4,9,0,0,45,6,17,6,11,3,2,0
719,8710000US3612448,"ZCTA5 12448, New York",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
720,8710000US3612449,"ZCTA5 12449, New York",31,11,3,3,4,0,0,0,1,20,3,7,6,1,1,0,2
721,8710000US3612450,"ZCTA5 12450, New York",6,2,0,2,0,0,0,0,0,4,1,3,0,0,0,0,0
722,8710000US3612451,"ZCTA5 12451, New York",21,10,2,4,2,2,0,0,0,11,2,3,2,3,0,0,1
723,8710000US3612452,"ZCTA5 12452, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,8710000US3612453,"ZCTA5 12453, New York",8,7,0,1,1,1,0,3,1,1,0,1,0,0,0,0,0
725,8710000US3612454,"ZCTA5 12454, New York",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
726,8710000US3612455,"ZCTA5 12455, New York",26,19,2,7,2,4,2,2,0,7,1,3,1,1,0,0,1
727,8710000US3612456,"ZCTA5 12456, New York",7,5,0,1,2,1,0,1,0,2,1,0,1,0,0,0,0
728,8710000US3612457,"ZCTA5 12457, New York",5,2,1,1,0,0,0,0,0,3,0,1,0,0,0,2,0
729,8710000US3612458,"ZCTA5 12458, New York",90,52,8,10,13,10,7,3,1,38,13,11,5,6,2,1,0
730,8710000US3612459,"ZCTA5 12459, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
731,8710000US3612460,"ZCTA5 12460, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,8710000US3612461,"ZCTA5 12461, New York",16,11,5,5,1,0,0,0,0,5,2,1,1,0,1,0,0
733,8710000US3612463,"ZCTA5 12463, New York",13,4,2,0,0,2,0,0,0,9,1,2,3,1,2,0,0
734,8710000US3612464,"ZCTA5 12464, New York",12,7,4,2,0,0,1,0,0,5,2,1,1,1,0,0,0
735,8710000US3612465,"ZCTA5 12465, New York",9,4,2,2,0,0,0,0,0,5,2,1,0,0,2,0,0
736,8710000US3612466,"ZCTA5 12466, New York",32,17,4,5,3,3,1,0,1,15,4,2,5,1,3,0,0
737,8710000US3612468,"ZCTA5 12468, New York",2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
738,8710000US3612469,"ZCTA5 12469, New York",4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
739,8710000US3612470,"ZCTA5 12470, New York",5,2,0,1,0,1,0,0,0,3,0,2,0,1,0,0,0
740,8710000US3612471,"ZCTA5 12471, New York",2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
741,8710000US3612472,"ZCTA5 12472, New York",35,17,1,10,4,0,0,1,1,18,10,2,2,0,1,3,0
742,8710000US3612473,"ZCTA5 12473, New York",3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
743,8710000US3612474,"ZCTA5 12474, New York",9,4,0,1,2,1,0,0,0,5,2,1,1,0,1,0,0
744,8710000US3612475,"ZCTA5 12475, New York",3,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0
745,8710000US3612477,"ZCTA5 12477, New York",265,125,13,38,20,32,14,3,5,140,38,41,27,17,11,3,3
746,8710000US3612480,"ZCTA5 12480, New York",10,8,5,1,1,1,0,0,0,2,0,1,0,1,0,0,0
747,8710000US3612481,"ZCTA5 12481, New York",14,8,2,4,0,2,0,0,0,6,2,0,3,1,0,0,0
748,8710000US3612482,"ZCTA5 12482, New York",11,6,2,3,0,1,0,0,0,5,1,0,1,1,2,0,0
749,8710000US3612483,"ZCTA5 12483, New York",11,4,2,0,0,1,0,1,0,7,1,2,3,0,1,0,0
750,8710000US3612484,"ZCTA5 12484, New York",27,19,6,6,4,2,1,0,0,8,2,2,3,1,0,0,0
751,8710000US3612485,"ZCTA5 12485, New York",16,4,0,2,1,0,0,1,0,12,6,1,2,0,1,1,1
752,8710000US3612486,"ZCTA5 12486, New York",19,15,4,5,3,1,2,0,0,4,2,0,1,0,1,0,0
753,8710000US3612487,"ZCTA5 12487, New York",49,20,5,6,2,4,3,0,0,29,5,9,6,4,0,3,2
754,8710000US3612489,"ZCTA5 12489, New York",15,9,1,3,1,2,2,0,0,6,1,0,1,2,2,0,0
755,8710000US3612490,"ZCTA5 12490, New York",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
756,8710000US3612491,"ZCTA5 12491, New York",10,10,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0
757,8710000US3612492,"ZCTA5 12492, New York",5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
758,8710000US3612493,"ZCTA5 12493, New York",6,2,0,0,0,1,0,1,0,4,1,3,0,0,0,0,0
759,8710000US3612494,"ZCTA5 12494, New York",7,6,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0
760,8710000US3612495,"ZCTA5 12495, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
761,8710000US3612496,"ZCTA5 12496, New York",18,11,3,2,2,0,3,1,0,7,3,1,1,1,1,0,0
762,8710000US3612498,"ZCTA5 12498, New York",71,32,7,11,6,6,2,0,0,39,12,10,6,5,3,2,1
763,8710000US3612501,"ZCTA5 12501, New York",63,18,2,5,2,4,3,1,1,45,8,6,11,6,8,2,4
764,8710000US3612502,"ZCTA5 12502, New York",3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
765,8710000US3612503,"ZCTA5 12503, New York",4,2,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0
766,8710000US3612504,"ZCTA5 12504, New York",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
767,8710000US3612507,"ZCTA5 12507, New York",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
768,8710000US3612508,"ZCTA5 12508, New York",1037,367,51,97,68,86,35,15,15,670,198,159,121,90,61,26,15
769,8710000US3612512,"ZCTA5 12512, New York",6,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0
770,8710000US3612513,"ZCTA5 12513, New York",2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
771,8710000US3612514,"ZCTA5 12514, New York",33,24,5,9,3,5,1,0,1,9,0,3,3,1,0,2,0
772,8710000US3612515,"ZCTA5 12515, New York",41,24,2,4,5,7,2,2,2,17,2,1,4,4,5,0,1
773,8710000US3612516,"ZCTA5 12516, New York",12,9,0,3,1,4,1,0,0,3,1,0,0,1,1,0,0
774,8710000US3612517,"ZCTA5 12517, New York",8,1,0,0,0,0,1,0,0,7,0,0,2,3,1,1,0
775,8710000US3612518,"ZCTA5 12518, New York",131,72,6,19,15,14,12,4,2,59,16,14,11,10,5,2,1
776,8710000US3612520,"ZCTA5 12520, New York",58,29,5,6,11,4,2,1,0,29,12,11,5,1,0,0,0
777,8710000US3612521,"ZCTA5 12521, New York",18,14,4,2,4,3,0,0,1,4,0,1,1,1,1,0,0
778,8710000US3612522,"ZCTA5 12522, New York",149,66,11,13,15,17,6,4,0,83,13,17,16,19,8,9,1
779,8710000US3612523,"ZCTA5 12523, New York",21,16,2,8,2,2,0,1,1,5,1,1,1,2,0,0,0
780,8710000US3612524,"ZCTA5 12524, New York",396,233,27,63,47,55,25,12,4,163,44,48,32,24,8,3,4
781,8710000US3612525,"ZCTA5 12525, New York",63,34,6,6,6,8,6,1,1,29,6,4,10,6,3,0,0
782,8710000US3612526,"ZCTA5 12526, New York",35,16,3,4,2,4,1,1,1,19,4,5,4,3,1,0,2
783,8710000US3612527,"ZCTA5 12527, New York",9,6,1,1,1,0,2,0,1,3,1,0,1,0,0,0,1
784,8710000US3612528,"ZCTA5 12528, New York",290,158,17,42,28,40,15,10,6,132,19,39,29,30,12,2,1
785,8710000US3612529,"ZCTA5 12529, New York",22,15,3,4,2,2,4,0,0,7,0,2,1,0,1,2,1
786,8710000US3612530,"ZCTA5 12530, New York",2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
787,8710000US3612531,"ZCTA5 12531, New York",61,42,3,9,5,15,7,2,1,19,4,6,2,4,2,0,1
788,8710000US3612533,"ZCTA5 12533, New York",540,451,27,97,96,126,61,30,14,89,20,22,14,11,11,6,5
789,8710000US3612534,"ZCTA5 12534, New York",270,80,20,18,15,13,6,5,3,190,50,47,30,35,17,5,6
790,8710000US3612538,"ZCTA5 12538, New York",177,94,10,26,21,19,13,2,3,83,31,16,15,11,3,4,3
791,8710000US3612540,"ZCTA5 12540, New York",98,86,5,18,20,23,15,1,4,12,2,4,1,4,1,0,0
792,8710000US3612542,"ZCTA5 12542, New York",137,72,4,20,13,21,6,2,6,65,14,17,13,9,8,2,2
793,8710000US3612543,"ZCTA5 12543, New York",169,103,8,17,25,30,13,7,3,66,17,15,15,6,12,0,1
794,8710000US3612545,"ZCTA5 12545, New York",78,23,2,7,8,3,2,0,1,55,12,14,8,11,9,1,0
795,8710000US3612546,"ZCTA5 12546, New York",73,21,2,5,3,8,0,1,2,52,6,12,11,9,9,3,2
796,8710000US3612547,"ZCTA5 12547, New York",64,24,1,6,8,3,3,2,1,40,10,6,10,5,6,2,1
797,8710000US3612548,"ZCTA5 12548, New York",51,29,4,6,6,9,1,2,1,22,6,2,6,6,2,0,0
798,8710000US3612549,"ZCTA5 12549, New York",255,184,14,30,32,47,38,10,13,71,26,16,10,3,10,2,4
799,8710000US3612550,"ZCTA5 12550, New York",4405,1622,145,305,302,317,236,138,179,2783,391,407,449,550,447,256,283
800,8710000US3612553,"ZCTA5 12553, New York",1318,837,87,183,162,199,118,56,32,481,80,112,118,90,52,14,15
801,8710000US3612561,"ZCTA5 12561, New York",317,116,15,34,27,16,14,9,1,201,63,59,30,27,10,10,2
802,8710000US3612563,"ZCTA5 12563, New York",237,161,10,28,41,38,24,13,7,76,10,13,19,12,11,6,5
803,8710000US3612564,"ZCTA5 12564, New York",233,119,10,22,29,27,23,6,2,114,33,19,17,20,15,5,5
804,8710000US3612565,"ZCTA5 12565, New York",13,5,2,0,2,0,1,0,0,8,3,2,2,1,0,0,0
805,8710000US3612566,"ZCTA5 12566, New York",228,150,11,30,33,36,26,11,3,78,21,14,13,17,8,4,1
806,8710000US3612567,"ZCTA5 12567, New York",56,21,1,9,4,3,3,1,0,35,8,3,5,10,4,3,2
807,8710000US3612569,"ZCTA5 12569, New York",141,85,7,24,13,22,15,2,2,56,11,24,11,8,1,0,1
808,8710000US3612570,"ZCTA5 12570, New York",111,97,1,24,27,26,14,2,3,14,1,5,2,0,5,1,0
809,8710000US3612571,"ZCTA5 12571, New York",118,49,6,13,14,9,4,2,1,69,10,16,22,12,7,1,1
810,8710000US3612572,"ZCTA5 12572, New York",123,54,5,19,14,8,4,3,1,69,21,20,6,5,12,2,3
811,8710000US3612574,"ZCTA5 12574, New York",2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
812,8710000US3612575,"ZCTA5 12575, New York",55,51,1,13,12,12,9,1,3,4,1,1,0,0,1,1,0
813,8710000US3612577,"ZCTA5 12577, New York",56,45,0,12,7,14,7,3,2,11,2,4,3,1,0,0,1
814,8710000US3612578,"ZCTA5 12578, New York",20,15,4,2,2,3,3,0,1,5,2,0,0,1,1,1,0
815,8710000US3612580,"ZCTA5 12580, New York",57,31,3,10,8,3,2,4,1,26,6,8,7,4,0,0,1
816,8710000US3612581,"ZCTA5 12581, New York",39,10,1,5,1,1,0,2,0,29,5,4,7,5,3,4,1
817,8710000US3612582,"ZCTA5 12582, New York",44,39,0,11,9,8,5,5,1,5,0,0,2,2,0,1,0
818,8710000US3612583,"ZCTA5 12583, New York",39,22,4,7,1,7,1,1,1,17,4,2,3,3,3,0,2
819,8710000US3612585,"ZCTA5 12585, New York",7,7,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0
820,8710000US3612586,"ZCTA5 12586, New York",478,301,25,60,57,76,44,20,19,177,41,42,31,32,20,7,4
821,8710000US3612589,"ZCTA5 12589, New York",630,438,47,112,88,91,60,23,17,192,56,37,27,32,17,13,10
822,8710000US3612590,"ZCTA5 12590, New York",1284,663,65,151,119,172,100,35,21,621,139,146,128,95,63,22,28
823,8710000US3612592,"ZCTA5 12592, New York",25,14,1,3,3,5,2,0,0,11,2,3,2,0,2,1,1
824,8710000US3612594,"ZCTA5 12594, New York",159,110,4,27,31,25,15,6,2,49,9,6,9,13,8,1,3
825,8710000US3612601,"ZCTA5 12601, New York",1855,404,48,81,78,93,52,34,18,1451,262,267,287,265,189,93,88
826,8710000US3612603,"ZCTA5 12603, New York",1031,606,66,121,114,148,89,47,21,425,76,69,84,81,66,21,28
827,8710000US3612604,"ZCTA5 12604, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,8710000US3612701,"ZCTA5 12701, New York",829,204,23,61,39,35,27,12,7,625,181,151,108,97,55,20,13
829,8710000US3612719,"ZCTA5 12719, New York",19,16,3,9,1,1,2,0,0,3,0,1,1,1,0,0,0
830,8710000US3612720,"ZCTA5 12720, New York",4,3,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0
831,8710000US3612721,"ZCTA5 12721, New York",160,112,15,35,15,25,14,7,1,48,15,9,10,5,7,1,1
832,8710000US3612722,"ZCTA5 12722, New York",3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
833,8710000US3612723,"ZCTA5 12723, New York",22,16,4,9,2,1,0,0,0,6,2,0,2,0,0,2,0
834,8710000US3612724,"ZCTA5 12724, New York",2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
835,8710000US3612725,"ZCTA5 12725, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
836,8710000US3612726,"ZCTA5 12726, New York",16,10,4,3,2,1,0,0,0,6,1,1,1,2,0,0,1
837,8710000US3612729,"ZCTA5 12729, New York",37,23,3,10,6,3,1,0,0,14,3,2,1,2,2,0,4
838,8710000US3612732,"ZCTA5 12732, New York",13,10,2,5,1,0,0,2,0,3,1,1,0,1,0,0,0
839,8710000US3612733,"ZCTA5 12733, New York",15,4,1,0,1,1,0,0,1,11,3,0,3,2,1,1,1
840,8710000US3612734,"ZCTA5 12734, New York",57,9,4,1,1,0,3,0,0,48,3,12,6,13,11,1,2
841,8710000US3612736,"ZCTA5 12736, New York",3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
842,8710000US3612737,"ZCTA5 12737, New York",28,18,4,6,2,3,2,1,0,10,2,2,4,2,0,0,0
843,8710000US3612738,"ZCTA5 12738, New York",10,8,0,2,4,2,0,0,0,2,0,1,1,0,0,0,0
844,8710000US3612740,"ZCTA5 12740, New York",19,9,1,3,1,2,1,1,0,10,1,5,2,2,0,0,0
845,8710000US3612741,"ZCTA5 12741, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
846,8710000US3612742,"ZCTA5 12742, New York",16,9,1,6,1,1,0,0,0,7,1,4,2,0,0,0,0
847,8710000US3612743,"ZCTA5 12743, New York",5,4,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0
848,8710000US3612745,"ZCTA5 12745, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,8710000US3612746,"ZCTA5 12746, New York",14,13,3,7,0,3,0,0,0,1,0,0,0,1,0,0,0
850,8710000US3612747,"ZCTA5 12747, New York",56,19,3,5,3,5,2,1,0,37,1,9,7,7,7,6,0
851,8710000US3612748,"ZCTA5 12748, New York",33,14,1,9,0,0,1,1,2,19,5,4,5,4,1,0,0
852,8710000US3612749,"ZCTA5 12749, New York",9,4,1,1,2,0,0,0,0,5,1,2,1,0,1,0,0
853,8710000US3612750,"ZCTA5 12750, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
854,8710000US3612751,"ZCTA5 12751, New York",38,20,3,5,3,4,3,1,1,18,5,5,2,4,1,1,0
855,8710000US3612752,"ZCTA5 12752, New York",3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
856,8710000US3612754,"ZCTA5 12754, New York",412,98,9,35,19,13,14,3,5,314,84,61,53,50,38,17,11
857,8710000US3612758,"ZCTA5 12758, New York",98,48,4,18,12,4,7,0,3,50,14,13,8,8,4,2,1
858,8710000US3612759,"ZCTA5 12759, New York",65,27,3,9,1,6,7,0,1,38,8,8,5,8,6,1,2
859,8710000US3612760,"ZCTA5 12760, New York",9,9,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
860,8710000US3612762,"ZCTA5 12762, New York",22,6,1,2,1,0,1,1,0,16,1,2,4,3,3,1,2
861,8710000US3612763,"ZCTA5 12763, New York",35,19,1,4,4,2,4,2,2,16,3,6,2,2,3,0,0
862,8710000US3612764,"ZCTA5 12764, New York",20,17,5,5,0,5,2,0,0,3,1,1,0,1,0,0,0
863,8710000US3612765,"ZCTA5 12765, New York",6,5,1,0,3,0,1,0,0,1,1,0,0,0,0,0,0
864,8710000US3612766,"ZCTA5 12766, New York",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865,8710000US3612767,"ZCTA5 12767, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
866,8710000US3612768,"ZCTA5 12768, New York",22,15,3,5,2,1,1,2,1,7,3,1,1,2,0,0,0
867,8710000US3612769,"ZCTA5 12769, New York",8,8,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0
868,8710000US3612770,"ZCTA5 12770, New York",4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
869,8710000US3612771,"ZCTA5 12771, New York",407,194,27,50,36,41,22,11,7,213,52,54,40,26,22,16,3
870,8710000US3612775,"ZCTA5 12775, New York",70,61,7,15,9,19,7,3,1,9,1,2,3,2,1,0,0
871,8710000US3612776,"ZCTA5 12776, New York",31,13,8,2,1,1,1,0,0,18,8,2,0,1,4,3,0
872,8710000US3612777,"ZCTA5 12777, New York",12,10,0,6,3,1,0,0,0,2,0,1,1,0,0,0,0
873,8710000US3612778,"ZCTA5 12778, New York",13,10,2,3,1,2,1,0,1,3,1,0,2,0,0,0,0
874,8710000US3612779,"ZCTA5 12779, New York",342,47,7,14,2,8,7,3,6,295,56,57,60,53,46,18,5
875,8710000US3612780,"ZCTA5 12780, New York",35,30,8,6,8,3,3,1,1,5,2,1,1,1,0,0,0
876,8710000US3612781,"ZCTA5 12781, New York",4,2,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0
877,8710000US3612783,"ZCTA5 12783, New York",66,35,5,17,3,4,2,1,3,31,4,8,9,4,5,0,1
878,8710000US3612784,"ZCTA5 12784, New York",3,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
879,8710000US3612785,"ZCTA5 12785, New York",28,22,1,7,7,4,2,1,0,6,0,2,3,1,0,0,0
880,8710000US3612786,"ZCTA5 12786, New York",22,14,4,5,2,1,2,0,0,8,0,1,3,3,1,0,0
881,8710000US3612787,"ZCTA5 12787, New York",18,6,0,1,2,2,1,0,0,12,2,2,1,3,1,2,1
882,8710000US3612788,"ZCTA5 12788, New York",56,41,8,11,12,3,3,3,1,15,2,4,4,3,1,1,0
883,8710000US3612789,"ZCTA5 12789, New York",127,33,9,14,5,2,1,1,1,94,15,31,14,15,7,5,7
884,8710000US3612790,"ZCTA5 12790, New York",118,72,9,29,13,11,9,1,0,46,10,15,1,14,5,0,1
885,8710000US3612791,"ZCTA5 12791, New York",14,7,2,2,2,1,0,0,0,7,1,4,0,1,0,1,0
886,8710000US3612792,"ZCTA5 12792, New York",5,1,1,0,0,0,0,0,0,4,0,0,0,2,2,0,0
887,8710000US3612801,"ZCTA5 12801, New York",95,25,5,12,1,5,1,1,0,70,23,23,11,5,7,1,0
888,8710000US3612803,"ZCTA5 12803, New York",43,20,1,5,8,4,0,2,0,23,9,6,6,2,0,0,0
889,8710000US3612804,"ZCTA5 12804, New York",124,70,9,22,10,15,11,0,3,54,19,15,10,7,2,0,1
890,8710000US3612808,"ZCTA5 12808, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,8710000US3612809,"ZCTA5 12809, New York",14,11,2,6,1,1,0,1,0,3,0,1,0,1,0,0,1
892,8710000US3612810,"ZCTA5 12810, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,8710000US3612811,"ZCTA5 12811, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,8710000US3612812,"ZCTA5 12812, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,8710000US3612814,"ZCTA5 12814, New York",11,6,0,3,2,1,0,0,0,5,2,2,0,1,0,0,0
896,8710000US3612815,"ZCTA5 12815, New York",2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
