"GEO_ID","NAME","H016G001","H016G002","H016G003","H016G004","H016G005","H016G006","H016G007","H016G008","H016G009","H016G010","H016G011","H016G012","H016G013","H016G014","H016G015","H016G016","H016G017"
"8710000US3611579","ZCTA5 11579, New York","16","8","2","2","1","3","0","0","0","8","2","3","1","1","0","1","0"
"8710000US3611580","ZCTA5 11580, New York","335","279","23","35","59","72","46","21","23","56","11","15","13","7","5","0","5"
"8710000US3611581","ZCTA5 11581, New York","131","107","2","14","25","36","19","6","5","24","3","3","2","12","3","1","0"
"8710000US3611590","ZCTA5 11590, New York","350","227","16","40","38","33","28","20","52","123","15","16","12","18","10","15","37"
"8710000US3611596","ZCTA5 11596, New York","36","26","0","7","4","9","6","0","0","10","4","3","1","2","0","0","0"
"8710000US3611598","ZCTA5 11598, New York","20","12","1","1","0","5","2","3","0","8","0","1","1","2","1","3","0"
"8710000US3611691","ZCTA5 11691, New York","733","138","17","20","16","31","23","8","23","595","166","117","91","101","63","29","28"
"8710000US3611692","ZCTA5 11692, New York","213","54","8","13","10","10","5","4","4","159","36","35","44","20","12","6","6"
"8710000US3611693","ZCTA5 11693, New York","119","46","9","17","6","8","4","1","1","73","20","18","13","7","6","4","5"
"8710000US3611694","ZCTA5 11694, New York","99","26","1","7","10","4","3","0","1","73","29","12","15","10","5","2","0"
"8710000US3611697","ZCTA5 11697, New York","9","9","1","3","1","1","2","1","0","0","0","0","0","0","0","0","0"
"8710000US3611701","ZCTA5 11701, New York","222","151","18","28","29","23","17","11","25","71","11","18","13","15","8","2","4"
"8710000US3611702","ZCTA5 11702, New York","50","30","5","4","3","10","3","4","1","20","1","8","5","3","2","0","1"
"8710000US3611703","ZCTA5 11703, New York","58","48","6","8","11","9","7","5","2","10","3","2","3","2","0","0","0"
"8710000US3611704","ZCTA5 11704, New York","211","147","10","21","25","35","18","22","16","64","14","18","7","15","10","0","0"
"8710000US3611705","ZCTA5 11705, New York","19","10","0","2","5","1","1","0","1","9","2","2","4","1","0","0","0"
"8710000US3611706","ZCTA5 11706, New York","602","374","14","46","56","73","58","46","81","228","57","45","36","32","21","21","16"
"8710000US3611709","ZCTA5 11709, New York","18","12","1","4","2","1","1","2","1","6","1","0","1","3","0","0","1"
"8710000US3611710","ZCTA5 11710, New York","103","76","9","10","17","15","14","5","6","27","5","7","6","6","3","0","0"
"8710000US3611713","ZCTA5 11713, New York","103","56","5","12","10","13","9","4","3","47","5","3","16","9","5","6","3"
"8710000US3611714","ZCTA5 11714, New York","62","52","4","6","9","12","7","5","9","10","0","7","2","0","0","0","1"
"8710000US3611715","ZCTA5 11715, New York","9","7","0","0","2","5","0","0","0","2","2","0","0","0","0","0","0"
"8710000US3611716","ZCTA5 11716, New York","25","14","1","4","1","5","3","0","0","11","1","4","6","0","0","0","0"
"8710000US3611717","ZCTA5 11717, New York","712","506","15","36","68","82","68","56","181","206","30","35","25","35","25","18","38"
"8710000US3611718","ZCTA5 11718, New York","7","4","1","0","3","0","0","0","0","3","0","2","1","0","0","0","0"
"8710000US3611719","ZCTA5 11719, New York","10","6","1","1","2","1","1","0","0","4","0","1","1","2","0","0","0"
"8710000US3611720","ZCTA5 11720, New York","102","79","8","9","11","12","17","10","12","23","8","6","3","1","1","2","2"
"8710000US3611721","ZCTA5 11721, New York","8","6","1","1","1","2","1","0","0","2","1","0","0","0","1","0","0"
"8710000US3611722","ZCTA5 11722, New York","450","294","23","33","30","47","39","35","87","156","33","25","24","19","25","10","20"
"8710000US3611724","ZCTA5 11724, New York","4","3","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0"
"8710000US3611725","ZCTA5 11725, New York","67","50","3","10","12","11","9","5","0","17","3","3","4","5","2","0","0"
"8710000US3611726","ZCTA5 11726, New York","160","90","3","14","9","17","10","10","27","70","12","14","11","10","14","2","7"
"8710000US3611727","ZCTA5 11727, New York","222","124","17","26","13","23","18","11","16","98","19","34","22","11","7","2","3"
"8710000US3611729","ZCTA5 11729, New York","160","115","9","17","20","31","22","8","8","45","13","11","6","5","4","4","2"
"8710000US3611730","ZCTA5 11730, New York","36","24","3","3","4","3","6","1","4","12","2","4","3","1","1","1","0"
"8710000US3611731","ZCTA5 11731, New York","61","49","6","5","9","20","9","0","0","12","3","3","4","0","0","1","1"
"8710000US3611732","ZCTA5 11732, New York","14","6","0","1","2","1","2","0","0","8","3","1","1","3","0","0","0"
"8710000US3611733","ZCTA5 11733, New York","43","33","3","8","7","9","3","2","1","10","1","3","2","1","2","1","0"
"8710000US3611735","ZCTA5 11735, New York","111","78","8","11","19","10","11","8","11","33","6","6","4","4","6","5","2"
"8710000US3611738","ZCTA5 11738, New York","80","53","4","6","12","13","7","5","6","27","1","6","8","5","4","2","1"
"8710000US3611739","ZCTA5 11739, New York","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3611740","ZCTA5 11740, New York","38","21","4","1","3","8","4","1","0","17","8","3","2","1","1","1","1"
"8710000US3611741","ZCTA5 11741, New York","73","49","6","6","12","15","7","1","2","24","6","5","9","2","1","0","1"
"8710000US3611742","ZCTA5 11742, New York","40","26","1","5","7","1","7","3","2","14","4","3","2","3","2","0","0"
"8710000US3611743","ZCTA5 11743, New York","153","110","16","25","19","29","11","5","5","43","8","5","10","12","4","3","1"
"8710000US3611746","ZCTA5 11746, New York","440","258","19","39","44","51","47","20","38","182","18","33","27","32","21","17","34"
"8710000US3611747","ZCTA5 11747, New York","68","49","4","7","7","13","11","4","3","19","2","6","5","4","2","0","0"
"8710000US3611749","ZCTA5 11749, New York","21","18","2","2","1","7","3","3","0","3","0","0","1","2","0","0","0"
"8710000US3611751","ZCTA5 11751, New York","65","42","4","11","7","9","5","0","6","23","4","8","2","5","3","1","0"
"8710000US3611752","ZCTA5 11752, New York","28","20","2","3","4","5","3","2","1","8","1","2","2","1","2","0","0"
"8710000US3611753","ZCTA5 11753, New York","33","26","2","8","5","5","3","3","0","7","0","2","2","2","0","1","0"
"8710000US3611754","ZCTA5 11754, New York","48","28","2","5","7","4","6","3","1","20","7","4","2","4","1","1","1"
"8710000US3611755","ZCTA5 11755, New York","37","24","1","3","2","8","8","1","1","13","4","2","3","3","1","0","0"
"8710000US3611756","ZCTA5 11756, New York","154","130","7","18","24","35","22","12","12","24","3","6","4","6","3","2","0"
"8710000US3611757","ZCTA5 11757, New York","196","129","11","19","23","31","21","16","8","67","18","16","9","9","9","3","3"
"8710000US3611758","ZCTA5 11758, New York","128","107","12","18","19","24","18","10","6","21","5","3","5","2","4","1","1"
"8710000US3611762","ZCTA5 11762, New York","29","26","1","9","2","10","3","1","0","3","0","2","1","0","0","0","0"
"8710000US3611763","ZCTA5 11763, New York","136","100","5","12","17","19","20","13","14","36","10","3","7","2","8","5","1"
"8710000US3611764","ZCTA5 11764, New York","32","26","1","3","7","7","7","0","1","6","3","1","2","0","0","0","0"
"8710000US3611765","ZCTA5 11765, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611766","ZCTA5 11766, New York","34","30","2","7","5","7","5","2","2","4","1","1","0","1","0","0","1"
"8710000US3611767","ZCTA5 11767, New York","30","25","2","5","3","8","3","1","3","5","1","2","0","1","0","1","0"
"8710000US3611768","ZCTA5 11768, New York","29","21","6","5","3","4","2","1","0","8","2","3","1","1","0","1","0"
"8710000US3611769","ZCTA5 11769, New York","11","9","1","3","1","2","1","1","0","2","0","2","0","0","0","0","0"
"8710000US3611770","ZCTA5 11770, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611771","ZCTA5 11771, New York","53","28","4","3","9","5","5","0","2","25","5","5","3","2","4","3","3"
"8710000US3611772","ZCTA5 11772, New York","338","152","12","26","31","20","22","7","34","186","32","48","32","39","16","9","10"
"8710000US3611776","ZCTA5 11776, New York","88","62","4","18","9","15","6","5","5","26","8","5","3","1","2","1","6"
"8710000US3611777","ZCTA5 11777, New York","28","14","4","4","2","3","0","1","0","14","5","3","4","1","0","1","0"
"8710000US3611778","ZCTA5 11778, New York","30","19","2","6","2","7","1","0","1","11","4","2","3","1","0","1","0"
"8710000US3611779","ZCTA5 11779, New York","147","98","9","13","15","24","21","8","8","49","14","12","11","7","3","2","0"
"8710000US3611780","ZCTA5 11780, New York","30","20","3","4","4","3","3","1","2","10","3","2","0","2","0","1","2"
"8710000US3611782","ZCTA5 11782, New York","28","15","2","3","3","3","4","0","0","13","4","3","4","2","0","0","0"
"8710000US3611783","ZCTA5 11783, New York","34","26","2","5","6","10","2","0","1","8","2","1","4","0","1","0","0"
"8710000US3611784","ZCTA5 11784, New York","122","92","5","15","19","22","19","5","7","30","4","8","5","6","4","2","1"
"8710000US3611786","ZCTA5 11786, New York","13","11","1","3","0","3","1","3","0","2","0","0","1","1","0","0","0"
"8710000US3611787","ZCTA5 11787, New York","83","58","8","10","11","17","9","3","0","25","10","4","4","5","1","1","0"
"8710000US3611788","ZCTA5 11788, New York","55","32","2","10","7","4","7","1","1","23","6","9","5","2","1","0","0"
"8710000US3611789","ZCTA5 11789, New York","22","13","3","4","1","2","3","0","0","9","3","0","4","1","1","0","0"
"8710000US3611790","ZCTA5 11790, New York","30","24","1","8","3","4","6","1","1","6","1","0","1","0","2","1","1"
"8710000US3611791","ZCTA5 11791, New York","61","54","1","5","10","20","12","2","4","7","1","1","1","2","2","0","0"
"8710000US3611792","ZCTA5 11792, New York","14","13","4","2","1","1","2","1","2","1","0","1","0","0","0","0","0"
"8710000US3611793","ZCTA5 11793, New York","72","68","8","16","15","15","7","4","3","4","0","1","1","1","0","0","1"
"8710000US3611794","ZCTA5 11794, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611795","ZCTA5 11795, New York","54","43","4","10","9","8","7","4","1","11","5","1","4","1","0","0","0"
"8710000US3611796","ZCTA5 11796, New York","4","4","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611797","ZCTA5 11797, New York","25","20","0","4","3","6","6","0","1","5","1","3","0","1","0","0","0"
"8710000US3611798","ZCTA5 11798, New York","147","104","12","17","16","17","16","7","19","43","5","9","5","7","3","2","12"
"8710000US3611801","ZCTA5 11801, New York","225","179","9","18","31","51","30","22","18","46","9","7","3","6","2","7","12"
"8710000US3611803","ZCTA5 11803, New York","89","80","1","9","18","28","12","8","4","9","4","3","1","0","0","1","0"
"8710000US3611804","ZCTA5 11804, New York","11","10","1","2","1","4","0","1","1","1","0","1","0","0","0","0","0"
"8710000US3611901","ZCTA5 11901, New York","201","101","23","27","19","16","6","5","5","100","24","24","18","9","8","6","11"
"8710000US3611930","ZCTA5 11930, New York","2","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3611931","ZCTA5 11931, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611932","ZCTA5 11932, New York","2","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3611933","ZCTA5 11933, New York","12","8","3","1","1","2","0","0","1","4","0","0","1","1","1","1","0"
"8710000US3611934","ZCTA5 11934, New York","28","19","3","1","3","5","5","1","1","9","2","2","1","1","0","1","2"
"8710000US3611935","ZCTA5 11935, New York","6","5","2","2","0","1","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3611937","ZCTA5 11937, New York","52","33","2","9","11","4","4","1","2","19","3","1","4","4","4","1","2"
"8710000US3611939","ZCTA5 11939, New York","5","3","2","0","0","0","0","1","0","2","0","1","0","0","1","0","0"
"8710000US3611940","ZCTA5 11940, New York","19","12","1","2","4","4","0","1","0","7","1","6","0","0","0","0","0"
"8710000US3611941","ZCTA5 11941, New York","6","3","1","2","0","0","0","0","0","3","1","0","0","1","1","0","0"
"8710000US3611942","ZCTA5 11942, New York","7","5","1","2","0","0","1","1","0","2","1","0","0","0","1","0","0"
"8710000US3611944","ZCTA5 11944, New York","26","10","1","5","1","2","1","0","0","16","3","4","1","3","5","0","0"
"8710000US3611946","ZCTA5 11946, New York","48","20","2","2","4","5","6","1","0","28","9","6","1","6","1","1","4"
"8710000US3611947","ZCTA5 11947, New York","2","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3611948","ZCTA5 11948, New York","3","1","0","1","0","0","0","0","0","2","0","0","2","0","0","0","0"
"8710000US3611949","ZCTA5 11949, New York","35","24","5","5","2","8","3","0","1","11","5","4","1","0","1","0","0"
"8710000US3611950","ZCTA5 11950, New York","134","86","10","7","15","22","14","10","8","48","3","8","9","10","7","5","6"
"8710000US3611951","ZCTA5 11951, New York","94","54","1","9","9","14","11","7","3","40","6","8","7","3","8","5","3"
"8710000US3611952","ZCTA5 11952, New York","10","3","0","0","2","0","0","1","0","7","2","2","1","1","0","0","1"
"8710000US3611953","ZCTA5 11953, New York","94","48","13","10","8","7","4","2","4","46","7","11","11","11","1","4","1"
"8710000US3611954","ZCTA5 11954, New York","12","4","0","3","1","0","0","0","0","8","1","1","3","1","1","1","0"
"8710000US3611955","ZCTA5 11955, New York","18","3","0","0","1","0","1","1","0","15","6","7","1","1","0","0","0"
"8710000US3611956","ZCTA5 11956, New York","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3611957","ZCTA5 11957, New York","2","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611958","ZCTA5 11958, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611959","ZCTA5 11959, New York","6","5","0","3","2","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3611960","ZCTA5 11960, New York","4","3","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0"
"8710000US3611961","ZCTA5 11961, New York","39","22","5","6","6","2","3","0","0","17","4","4","8","1","0","0","0"
"8710000US3611962","ZCTA5 11962, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611963","ZCTA5 11963, New York","19","12","2","3","3","2","2","0","0","7","2","4","1","0","0","0","0"
"8710000US3611964","ZCTA5 11964, New York","7","3","0","3","0","0","0","0","0","4","1","2","1","0","0","0","0"
"8710000US3611965","ZCTA5 11965, New York","3","1","0","1","0","0","0","0","0","2","0","0","0","1","1","0","0"
"8710000US3611967","ZCTA5 11967, New York","150","109","10","19","22","23","12","9","14","41","2","10","5","13","4","2","5"
"8710000US3611968","ZCTA5 11968, New York","70","41","8","9","6","8","5","3","2","29","3","8","8","6","2","0","2"
"8710000US3611970","ZCTA5 11970, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611971","ZCTA5 11971, New York","11","7","2","4","0","0","0","0","1","4","0","0","1","2","0","1","0"
"8710000US3611972","ZCTA5 11972, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3611973","ZCTA5 11973, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611975","ZCTA5 11975, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611976","ZCTA5 11976, New York","7","5","1","0","2","2","0","0","0","2","1","0","0","0","1","0","0"
"8710000US3611977","ZCTA5 11977, New York","10","5","2","1","0","0","2","0","0","5","0","1","1","1","2","0","0"
"8710000US3611978","ZCTA5 11978, New York","19","9","2","2","3","1","0","1","0","10","1","2","1","1","1","3","1"
"8710000US3611980","ZCTA5 11980, New York","14","11","3","3","2","1","1","1","0","3","1","1","0","1","0","0","0"
"8710000US3612007","ZCTA5 12007, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612008","ZCTA5 12008, New York","2","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612009","ZCTA5 12009, New York","22","15","0","6","5","2","1","1","0","7","6","0","0","0","0","1","0"
"8710000US3612010","ZCTA5 12010, New York","169","54","10","13","13","10","5","1","2","115","29","30","17","21","10","6","2"
"8710000US3612015","ZCTA5 12015, New York","6","4","2","1","1","0","0","0","0","2","0","1","0","0","1","0","0"
"8710000US3612017","ZCTA5 12017, New York","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612018","ZCTA5 12018, New York","17","12","3","3","2","2","2","0","0","5","1","2","0","1","1","0","0"
"8710000US3612019","ZCTA5 12019, New York","37","22","5","7","7","3","0","0","0","15","6","5","3","1","0","0","0"
"8710000US3612020","ZCTA5 12020, New York","136","82","14","30","17","15","4","2","0","54","23","14","4","6","3","0","4"
"8710000US3612022","ZCTA5 12022, New York","3","3","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3612023","ZCTA5 12023, New York","5","4","3","1","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612024","ZCTA5 12024, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612025","ZCTA5 12025, New York","15","10","5","2","1","1","1","0","0","5","2","1","1","1","0","0","0"
"8710000US3612027","ZCTA5 12027, New York","5","5","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612028","ZCTA5 12028, New York","2","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612029","ZCTA5 12029, New York","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612031","ZCTA5 12031, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612032","ZCTA5 12032, New York","5","4","2","1","1","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612033","ZCTA5 12033, New York","17","11","1","3","1","5","0","1","0","6","2","2","2","0","0","0","0"
"8710000US3612035","ZCTA5 12035, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612036","ZCTA5 12036, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612037","ZCTA5 12037, New York","19","11","1","4","2","2","1","0","1","8","4","2","2","0","0","0","0"
"8710000US3612040","ZCTA5 12040, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612041","ZCTA5 12041, New York","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3612042","ZCTA5 12042, New York","2","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"8710000US3612043","ZCTA5 12043, New York","31","7","1","2","0","1","1","1","1","24","9","8","2","2","3","0","0"
"8710000US3612045","ZCTA5 12045, New York","7","3","0","3","0","0","0","0","0","4","1","2","0","1","0","0","0"
"8710000US3612046","ZCTA5 12046, New York","5","4","1","2","0","1","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612047","ZCTA5 12047, New York","140","32","11","6","1","6","4","2","2","108","37","30","15","13","6","6","1"
"8710000US3612051","ZCTA5 12051, New York","14","6","0","1","2","2","1","0","0","8","4","3","0","1","0","0","0"
"8710000US3612052","ZCTA5 12052, New York","5","5","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612053","ZCTA5 12053, New York","17","15","3","5","5","1","0","0","1","2","0","0","0","1","1","0","0"
"8710000US3612054","ZCTA5 12054, New York","59","31","4","13","5","6","1","1","1","28","7","12","5","4","0","0","0"
"8710000US3612056","ZCTA5 12056, New York","5","4","1","0","1","0","0","2","0","1","0","1","0","0","0","0","0"
"8710000US3612057","ZCTA5 12057, New York","2","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612058","ZCTA5 12058, New York","6","4","2","0","1","1","0","0","0","2","1","0","1","0","0","0","0"
"8710000US3612059","ZCTA5 12059, New York","8","7","1","4","2","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612060","ZCTA5 12060, New York","3","2","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612061","ZCTA5 12061, New York","38","12","6","0","2","4","0","0","0","26","13","9","3","1","0","0","0"
"8710000US3612062","ZCTA5 12062, New York","6","4","0","1","1","2","0","0","0","2","1","1","0","0","0","0","0"
"8710000US3612063","ZCTA5 12063, New York","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612064","ZCTA5 12064, New York","2","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612065","ZCTA5 12065, New York","182","94","14","19","18","19","13","8","3","88","31","22","21","8","3","2","1"
"8710000US3612066","ZCTA5 12066, New York","9","7","4","1","1","1","0","0","0","2","0","1","0","0","0","0","1"
"8710000US3612067","ZCTA5 12067, New York","6","5","1","2","1","1","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612068","ZCTA5 12068, New York","6","5","0","2","2","0","1","0","0","1","0","1","0","0","0","0","0"
"8710000US3612069","ZCTA5 12069, New York","4","2","1","0","1","0","0","0","0","2","0","2","0","0","0","0","0"
"8710000US3612070","ZCTA5 12070, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612071","ZCTA5 12071, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612072","ZCTA5 12072, New York","2","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612074","ZCTA5 12074, New York","9","8","2","5","0","1","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612075","ZCTA5 12075, New York","5","5","0","1","1","2","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612076","ZCTA5 12076, New York","12","11","3","3","1","2","1","1","0","1","0","0","0","0","1","0","0"
"8710000US3612077","ZCTA5 12077, New York","16","11","2","1","6","2","0","0","0","5","1","2","1","1","0","0","0"
"8710000US3612078","ZCTA5 12078, New York","94","42","14","15","6","4","2","1","0","52","19","19","9","3","0","1","1"
"8710000US3612083","ZCTA5 12083, New York","13","10","1","1","2","0","2","2","2","3","0","1","1","0","0","1","0"
"8710000US3612084","ZCTA5 12084, New York","26","6","2","2","0","2","0","0","0","20","7","10","2","1","0","0","0"
"8710000US3612085","ZCTA5 12085, New York","4","1","0","1","0","0","0","0","0","3","1","2","0","0","0","0","0"
"8710000US3612086","ZCTA5 12086, New York","5","3","1","1","1","0","0","0","0","2","1","0","1","0","0","0","0"
"8710000US3612087","ZCTA5 12087, New York","4","3","0","2","0","1","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3612089","ZCTA5 12089, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612090","ZCTA5 12090, New York","19","9","2","3","0","3","1","0","0","10","4","2","0","3","1","0","0"
"8710000US3612092","ZCTA5 12092, New York","6","4","1","2","0","0","0","0","1","2","0","1","1","0","0","0","0"
"8710000US3612093","ZCTA5 12093, New York","5","4","1","2","0","0","0","1","0","1","0","0","0","1","0","0","0"
"8710000US3612094","ZCTA5 12094, New York","8","4","2","0","0","1","1","0","0","4","2","1","0","1","0","0","0"
"8710000US3612095","ZCTA5 12095, New York","35","20","4","9","3","2","0","0","2","15","7","6","0","1","1","0","0"
"8710000US3612106","ZCTA5 12106, New York","7","7","1","3","0","3","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612108","ZCTA5 12108, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612110","ZCTA5 12110, New York","77","43","8","12","4","9","6","2","2","34","16","5","1","3","5","3","1"
"8710000US3612115","ZCTA5 12115, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612116","ZCTA5 12116, New York","7","3","1","2","0","0","0","0","0","4","0","1","2","0","1","0","0"
"8710000US3612117","ZCTA5 12117, New York","11","6","0","2","3","1","0","0","0","5","1","3","1","0","0","0","0"
"8710000US3612118","ZCTA5 12118, New York","41","20","7","8","2","1","1","0","1","21","6","4","6","4","1","0","0"
"8710000US3612120","ZCTA5 12120, New York","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612121","ZCTA5 12121, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612122","ZCTA5 12122, New York","22","10","1","2","4","1","1","1","0","12","6","3","2","1","0","0","0"
"8710000US3612123","ZCTA5 12123, New York","14","11","3","2","1","4","1","0","0","3","0","0","2","0","0","1","0"
"8710000US3612124","ZCTA5 12124, New York","2","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0"
"8710000US3612125","ZCTA5 12125, New York","2","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612130","ZCTA5 12130, New York","6","1","0","1","0","0","0","0","0","5","2","0","1","2","0","0","0"
"8710000US3612131","ZCTA5 12131, New York","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612132","ZCTA5 12132, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612134","ZCTA5 12134, New York","20","17","4","9","3","1","0","0","0","3","0","2","0","1","0","0","0"
"8710000US3612136","ZCTA5 12136, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612137","ZCTA5 12137, New York","6","6","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612138","ZCTA5 12138, New York","15","13","0","4","4","1","2","1","1","2","1","1","0","0","0","0","0"
"8710000US3612139","ZCTA5 12139, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612140","ZCTA5 12140, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612143","ZCTA5 12143, New York","20","10","2","5","1","1","1","0","0","10","3","4","1","1","1","0","0"
"8710000US3612144","ZCTA5 12144, New York","132","56","9","14","9","12","5","4","3","76","23","15","22","8","3","4","1"
"8710000US3612147","ZCTA5 12147, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612148","ZCTA5 12148, New York","9","8","0","1","0","6","1","0","0","1","0","0","1","0","0","0","0"
"8710000US3612149","ZCTA5 12149, New York","9","4","0","3","1","0","0","0","0","5","4","1","0","0","0","0","0"
"8710000US3612150","ZCTA5 12150, New York","6","5","3","0","0","1","1","0","0","1","0","1","0","0","0","0","0"
"8710000US3612151","ZCTA5 12151, New York","3","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612153","ZCTA5 12153, New York","5","5","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612154","ZCTA5 12154, New York","8","6","0","3","2","0","1","0","0","2","2","0","0","0","0","0","0"
"8710000US3612155","ZCTA5 12155, New York","12","9","2","4","2","0","0","1","0","3","2","1","0","0","0","0","0"
"8710000US3612156","ZCTA5 12156, New York","7","5","1","2","1","0","1","0","0","2","0","0","0","1","0","0","1"
"8710000US3612157","ZCTA5 12157, New York","11","9","2","6","1","0","0","0","0","2","1","1","0","0","0","0","0"
"8710000US3612158","ZCTA5 12158, New York","33","22","4","5","1","7","5","0","0","11","3","4","1","3","0","0","0"
"8710000US3612159","ZCTA5 12159, New York","25","14","2","4","1","5","2","0","0","11","7","0","2","1","0","1","0"
"8710000US3612160","ZCTA5 12160, New York","7","4","1","3","0","0","0","0","0","3","0","2","1","0","0","0","0"
"8710000US3612161","ZCTA5 12161, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612164","ZCTA5 12164, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612165","ZCTA5 12165, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612166","ZCTA5 12166, New York","3","2","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3612167","ZCTA5 12167, New York","16","10","3","4","1","2","0","0","0","6","2","4","0","0","0","0","0"
