"GEO_ID","NAME","H016F001","H016F002","H016F003","H016F004","H016F005","H016F006","H016F007","H016F008","H016F009","H016F010","H016F011","H016F012","H016F013","H016F014","H016F015","H016F016","H016F017"
"8710000US3611545","ZCTA5 11545, New York","44","17","2","1","3","3","3","3","2","27","6","6","7","3","2","2","1"
"8710000US3611547","ZCTA5 11547, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611548","ZCTA5 11548, New York","11","2","0","0","1","0","0","0","1","9","1","1","3","1","0","2","1"
"8710000US3611549","ZCTA5 11549, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611550","ZCTA5 11550, New York","2373","735","28","25","60","73","116","108","325","1638","93","155","270","312","326","212","270"
"8710000US3611552","ZCTA5 11552, New York","316","220","5","16","33","54","40","27","45","96","11","14","22","20","14","5","10"
"8710000US3611553","ZCTA5 11553, New York","863","606","12","25","64","67","91","80","267","257","19","27","37","40","47","31","56"
"8710000US3611554","ZCTA5 11554, New York","241","174","3","13","21","51","31","24","31","67","4","9","10","22","6","7","9"
"8710000US3611556","ZCTA5 11556, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611557","ZCTA5 11557, New York","60","29","3","3","4","7","8","2","2","31","3","2","4","7","9","5","1"
"8710000US3611558","ZCTA5 11558, New York","148","59","2","3","11","16","10","6","11","89","16","12","17","20","12","7","5"
"8710000US3611559","ZCTA5 11559, New York","64","17","0","0","1","8","5","2","1","47","3","6","5","9","13","6","5"
"8710000US3611560","ZCTA5 11560, New York","61","20","0","3","1","5","3","0","8","41","2","4","10","9","8","5","3"
"8710000US3611561","ZCTA5 11561, New York","457","130","17","21","18","29","12","12","21","327","65","63","62","65","21","22","29"
"8710000US3611563","ZCTA5 11563, New York","248","112","6","22","13","23","22","13","13","136","14","33","37","29","17","1","5"
"8710000US3611565","ZCTA5 11565, New York","56","41","3","5","10","12","5","2","4","15","2","4","1","3","4","1","0"
"8710000US3611566","ZCTA5 11566, New York","111","85","4","11","15","27","10","13","5","26","3","6","7","6","1","2","1"
"8710000US3611568","ZCTA5 11568, New York","8","3","0","0","0","2","1","0","0","5","3","0","0","0","1","0","1"
"8710000US3611569","ZCTA5 11569, New York","3","1","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"8710000US3611570","ZCTA5 11570, New York","233","57","2","6","8","13","6","8","14","176","19","34","42","40","23","9","9"
"8710000US3611572","ZCTA5 11572, New York","175","79","2","10","16","22","7","12","10","96","6","15","20","32","12","6","5"
"8710000US3611575","ZCTA5 11575, New York","442","254","6","17","21","29","27","31","123","188","6","16","30","38","15","25","58"
"8710000US3611576","ZCTA5 11576, New York","33","13","0","1","3","5","2","0","2","20","1","4","2","4","4","0","5"
"8710000US3611577","ZCTA5 11577, New York","57","27","2","6","5","5","4","2","3","30","4","5","8","7","2","2","2"
"8710000US3611579","ZCTA5 11579, New York","19","5","2","2","1","0","0","0","0","14","0","5","3","2","2","2","0"
"8710000US3611580","ZCTA5 11580, New York","872","643","29","75","101","173","118","64","83","229","28","35","54","50","36","10","16"
"8710000US3611581","ZCTA5 11581, New York","223","166","6","21","23","53","26","22","15","57","5","8","20","15","3","4","2"
"8710000US3611590","ZCTA5 11590, New York","1070","528","20","31","37","89","77","66","208","542","36","39","62","78","81","49","197"
"8710000US3611596","ZCTA5 11596, New York","27","10","0","0","1","3","3","0","3","17","2","7","4","1","2","0","1"
"8710000US3611598","ZCTA5 11598, New York","40","10","2","0","1","4","0","3","0","30","2","3","7","10","5","1","2"
"8710000US3611691","ZCTA5 11691, New York","2050","282","32","41","49","58","55","22","25","1768","300","307","357","318","235","139","112"
"8710000US3611692","ZCTA5 11692, New York","551","125","11","29","28","29","18","3","7","426","75","100","90","72","45","20","24"
"8710000US3611693","ZCTA5 11693, New York","269","81","13","26","13","18","5","4","2","188","28","50","42","31","23","9","5"
"8710000US3611694","ZCTA5 11694, New York","255","44","12","9","7","9","5","1","1","211","51","40","47","26","32","9","6"
"8710000US3611697","ZCTA5 11697, New York","6","4","0","1","2","1","0","0","0","2","0","1","0","0","0","1","0"
"8710000US3611701","ZCTA5 11701, New York","469","254","12","29","27","34","45","24","83","215","18","27","35","37","32","24","42"
"8710000US3611702","ZCTA5 11702, New York","60","24","1","2","7","5","7","1","1","36","7","4","13","6","3","3","0"
"8710000US3611703","ZCTA5 11703, New York","120","96","5","13","15","22","20","10","11","24","3","5","6","5","3","1","1"
"8710000US3611704","ZCTA5 11704, New York","340","221","14","15","33","47","39","31","42","119","18","25","29","13","15","11","8"
"8710000US3611705","ZCTA5 11705, New York","19","4","0","0","0","2","2","0","0","15","3","7","3","2","0","0","0"
"8710000US3611706","ZCTA5 11706, New York","1879","1078","40","85","126","187","165","154","321","801","84","119","127","170","150","62","89"
"8710000US3611709","ZCTA5 11709, New York","19","4","0","1","1","0","0","0","2","15","0","2","5","3","3","1","1"
"8710000US3611710","ZCTA5 11710, New York","114","74","6","6","8","23","21","4","6","40","6","8","10","6","4","0","6"
"8710000US3611713","ZCTA5 11713, New York","148","92","6","11","8","18","18","11","20","56","5","11","4","7","9","8","12"
"8710000US3611714","ZCTA5 11714, New York","78","47","3","10","5","14","6","2","7","31","3","5","7","5","5","2","4"
"8710000US3611715","ZCTA5 11715, New York","15","10","0","3","1","2","4","0","0","5","0","3","0","0","0","0","2"
"8710000US3611716","ZCTA5 11716, New York","35","14","0","1","1","5","5","1","1","21","4","5","5","2","2","2","1"
"8710000US3611717","ZCTA5 11717, New York","2961","1850","39","90","202","255","324","256","684","1111","85","133","195","227","172","116","183"
"8710000US3611718","ZCTA5 11718, New York","6","3","0","0","2","1","0","0","0","3","0","0","2","1","0","0","0"
"8710000US3611719","ZCTA5 11719, New York","13","9","0","1","2","1","0","2","3","4","0","3","0","1","0","0","0"
"8710000US3611720","ZCTA5 11720, New York","202","139","4","15","25","33","24","13","25","63","4","10","10","15","14","4","6"
"8710000US3611721","ZCTA5 11721, New York","3","3","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611722","ZCTA5 11722, New York","1383","856","27","51","83","139","130","104","322","527","63","59","78","96","84","44","103"
"8710000US3611724","ZCTA5 11724, New York","5","5","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0"
"8710000US3611725","ZCTA5 11725, New York","55","41","0","7","10","12","5","2","5","14","0","1","3","7","2","0","1"
"8710000US3611726","ZCTA5 11726, New York","555","285","4","12","30","48","44","33","114","270","18","45","48","52","51","21","35"
"8710000US3611727","ZCTA5 11727, New York","339","136","12","14","24","36","24","13","13","203","34","43","45","42","22","3","14"
"8710000US3611729","ZCTA5 11729, New York","217","144","4","22","20","40","28","9","21","73","13","11","12","14","9","6","8"
"8710000US3611730","ZCTA5 11730, New York","59","35","2","4","6","12","4","3","4","24","7","8","4","3","0","1","1"
"8710000US3611731","ZCTA5 11731, New York","90","38","1","2","11","13","3","4","4","52","5","9","6","12","11","3","6"
"8710000US3611732","ZCTA5 11732, New York","5","2","0","1","0","0","0","0","1","3","0","1","1","0","0","0","1"
"8710000US3611733","ZCTA5 11733, New York","27","22","2","3","5","9","3","0","0","5","0","1","1","3","0","0","0"
"8710000US3611735","ZCTA5 11735, New York","258","141","5","12","17","33","24","12","38","117","7","22","22","29","16","8","13"
"8710000US3611738","ZCTA5 11738, New York","109","45","1","1","5","12","11","6","9","64","3","11","12","15","9","7","7"
"8710000US3611739","ZCTA5 11739, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611740","ZCTA5 11740, New York","37","25","0","4","3","8","0","4","6","12","4","1","2","1","4","0","0"
"8710000US3611741","ZCTA5 11741, New York","121","65","3","10","13","19","10","3","7","56","10","15","12","11","3","3","2"
"8710000US3611742","ZCTA5 11742, New York","52","31","1","7","4","13","4","1","1","21","2","1","6","5","1","3","3"
"8710000US3611743","ZCTA5 11743, New York","197","103","4","14","10","23","13","15","24","94","17","11","16","14","16","8","12"
"8710000US3611746","ZCTA5 11746, New York","1094","452","11","32","47","76","83","48","155","642","48","68","75","135","96","71","149"
"8710000US3611747","ZCTA5 11747, New York","45","23","2","4","3","7","3","2","2","22","3","6","1","4","2","1","5"
"8710000US3611749","ZCTA5 11749, New York","95","85","5","8","10","14","18","13","17","10","0","1","3","3","1","2","0"
"8710000US3611751","ZCTA5 11751, New York","102","55","2","13","12","11","6","4","7","47","6","11","12","13","4","1","0"
"8710000US3611752","ZCTA5 11752, New York","50","34","0","5","5","7","13","2","2","16","3","5","2","2","2","1","1"
"8710000US3611753","ZCTA5 11753, New York","16","13","3","1","5","2","1","0","1","3","1","0","0","2","0","0","0"
"8710000US3611754","ZCTA5 11754, New York","44","18","0","3","5","7","1","0","2","26","5","6","6","5","1","3","0"
"8710000US3611755","ZCTA5 11755, New York","51","26","3","2","8","5","3","1","4","25","2","10","7","4","1","0","1"
"8710000US3611756","ZCTA5 11756, New York","264","208","9","25","36","57","39","15","27","56","5","11","11","9","8","6","6"
"8710000US3611757","ZCTA5 11757, New York","374","218","10","22","38","54","25","22","47","156","13","29","35","26","25","12","16"
"8710000US3611758","ZCTA5 11758, New York","158","118","12","12","22","32","16","9","15","40","4","5","10","10","5","4","2"
"8710000US3611762","ZCTA5 11762, New York","33","31","0","9","7","7","4","2","2","2","0","2","0","0","0","0","0"
"8710000US3611763","ZCTA5 11763, New York","341","224","14","18","24","43","50","28","47","117","6","23","20","23","20","11","14"
"8710000US3611764","ZCTA5 11764, New York","21","16","2","2","3","4","3","0","2","5","1","3","1","0","0","0","0"
"8710000US3611765","ZCTA5 11765, New York","3","2","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0"
"8710000US3611766","ZCTA5 11766, New York","29","24","1","3","3","10","2","3","2","5","0","0","2","3","0","0","0"
"8710000US3611767","ZCTA5 11767, New York","34","24","1","2","4","5","5","4","3","10","0","0","2","3","2","1","2"
"8710000US3611768","ZCTA5 11768, New York","31","6","1","1","1","2","1","0","0","25","5","1","6","7","1","1","4"
"8710000US3611769","ZCTA5 11769, New York","10","7","2","1","1","2","0","1","0","3","1","2","0","0","0","0","0"
"8710000US3611770","ZCTA5 11770, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611771","ZCTA5 11771, New York","93","8","1","2","0","1","1","1","2","85","11","11","18","16","13","9","7"
"8710000US3611772","ZCTA5 11772, New York","729","296","9","21","38","48","41","41","98","433","44","71","57","87","60","38","76"
"8710000US3611776","ZCTA5 11776, New York","198","130","2","7","16","18","21","18","48","68","7","14","8","11","12","6","10"
"8710000US3611777","ZCTA5 11777, New York","43","10","1","3","1","1","1","2","1","33","6","7","6","7","1","2","4"
"8710000US3611778","ZCTA5 11778, New York","41","22","0","1","5","7","3","1","5","19","2","4","1","4","2","3","3"
"8710000US3611779","ZCTA5 11779, New York","179","119","11","20","12","26","20","15","15","60","7","15","13","11","9","4","1"
"8710000US3611780","ZCTA5 11780, New York","32","16","4","0","2","4","3","1","2","16","1","2","5","5","1","1","1"
"8710000US3611782","ZCTA5 11782, New York","21","7","1","1","2","0","3","0","0","14","6","2","3","2","1","0","0"
"8710000US3611783","ZCTA5 11783, New York","33","28","2","4","7","10","5","0","0","5","1","1","1","1","0","0","1"
"8710000US3611784","ZCTA5 11784, New York","185","109","4","12","19","25","21","14","14","76","14","17","6","13","12","3","11"
"8710000US3611786","ZCTA5 11786, New York","8","8","1","1","0","1","3","2","0","0","0","0","0","0","0","0","0"
"8710000US3611787","ZCTA5 11787, New York","75","42","4","5","9","16","4","2","2","33","7","6","6","7","4","1","2"
"8710000US3611788","ZCTA5 11788, New York","64","24","1","4","3","5","4","5","2","40","7","13","11","2","5","1","1"
"8710000US3611789","ZCTA5 11789, New York","16","12","3","4","1","1","2","0","1","4","1","1","0","2","0","0","0"
"8710000US3611790","ZCTA5 11790, New York","21","11","0","4","2","2","1","0","2","10","2","3","2","1","1","1","0"
"8710000US3611791","ZCTA5 11791, New York","35","25","2","4","4","6","4","2","3","10","2","3","1","0","2","2","0"
"8710000US3611792","ZCTA5 11792, New York","10","9","0","1","2","1","3","1","1","1","1","0","0","0","0","0","0"
"8710000US3611793","ZCTA5 11793, New York","74","62","2","11","10","21","9","6","3","12","3","4","1","3","1","0","0"
"8710000US3611794","ZCTA5 11794, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611795","ZCTA5 11795, New York","34","26","0","6","7","7","5","0","1","8","2","5","0","0","1","0","0"
"8710000US3611796","ZCTA5 11796, New York","5","1","0","0","0","0","1","0","0","4","1","3","0","0","0","0","0"
"8710000US3611797","ZCTA5 11797, New York","7","6","0","0","1","0","4","1","0","1","1","0","0","0","0","0","0"
"8710000US3611798","ZCTA5 11798, New York","267","161","4","12","14","20","23","17","71","106","3","7","12","20","19","12","33"
"8710000US3611801","ZCTA5 11801, New York","393","235","10","19","30","52","42","28","54","158","10","16","24","29","25","20","34"
"8710000US3611803","ZCTA5 11803, New York","37","31","1","4","6","11","5","1","3","6","0","2","1","0","0","2","1"
"8710000US3611804","ZCTA5 11804, New York","3","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611901","ZCTA5 11901, New York","562","159","11","15","19","22","31","21","40","403","17","37","41","73","72","57","106"
"8710000US3611930","ZCTA5 11930, New York","8","3","0","0","0","1","0","1","1","5","1","1","1","0","1","0","1"
"8710000US3611931","ZCTA5 11931, New York","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3611932","ZCTA5 11932, New York","26","8","1","0","0","4","2","0","1","18","2","2","2","2","4","2","4"
"8710000US3611933","ZCTA5 11933, New York","31","15","2","4","2","4","2","0","1","16","1","0","2","4","2","2","5"
"8710000US3611934","ZCTA5 11934, New York","44","18","2","5","1","1","4","1","4","26","1","4","7","4","6","3","1"
"8710000US3611935","ZCTA5 11935, New York","14","4","0","1","0","1","1","1","0","10","1","3","1","1","1","1","2"
"8710000US3611937","ZCTA5 11937, New York","324","164","4","17","15","43","37","17","31","160","7","19","22","35","25","18","34"
"8710000US3611939","ZCTA5 11939, New York","2","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0"
"8710000US3611940","ZCTA5 11940, New York","14","4","0","1","0","0","2","0","1","10","0","1","1","2","3","2","1"
"8710000US3611941","ZCTA5 11941, New York","10","2","0","0","0","1","1","0","0","8","2","1","1","2","0","0","2"
"8710000US3611942","ZCTA5 11942, New York","30","13","2","3","2","1","0","1","4","17","2","4","4","1","3","2","1"
"8710000US3611944","ZCTA5 11944, New York","135","18","2","5","5","1","0","2","3","117","6","5","19","34","18","13","22"
"8710000US3611946","ZCTA5 11946, New York","371","97","3","10","12","13","26","13","20","274","9","41","66","59","38","24","37"
"8710000US3611947","ZCTA5 11947, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"8710000US3611948","ZCTA5 11948, New York","4","1","0","0","0","0","0","0","1","3","0","0","0","0","1","0","2"
"8710000US3611949","ZCTA5 11949, New York","54","32","2","2","4","9","7","4","4","22","10","5","1","2","1","1","2"
"8710000US3611950","ZCTA5 11950, New York","251","167","2","22","29","35","24","24","31","84","6","12","8","15","10","15","18"
"8710000US3611951","ZCTA5 11951, New York","139","71","6","11","13","11","16","7","7","68","5","10","13","20","8","5","7"
"8710000US3611952","ZCTA5 11952, New York","27","4","0","0","0","0","2","1","1","23","1","3","5","3","4","1","6"
"8710000US3611953","ZCTA5 11953, New York","88","57","7","5","11","9","9","5","11","31","4","7","6","4","4","3","3"
"8710000US3611954","ZCTA5 11954, New York","36","7","0","1","3","0","2","1","0","29","1","5","7","9","3","2","2"
"8710000US3611955","ZCTA5 11955, New York","27","4","0","0","0","2","1","1","0","23","5","5","3","3","2","4","1"
"8710000US3611956","ZCTA5 11956, New York","3","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611957","ZCTA5 11957, New York","2","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3611958","ZCTA5 11958, New York","8","0","0","0","0","0","0","0","0","8","0","0","1","1","4","0","2"
"8710000US3611959","ZCTA5 11959, New York","4","1","0","0","0","0","0","1","0","3","0","0","1","1","1","0","0"
"8710000US3611960","ZCTA5 11960, New York","2","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1"
"8710000US3611961","ZCTA5 11961, New York","38","21","3","1","1","6","3","4","3","17","2","5","5","3","2","0","0"
"8710000US3611962","ZCTA5 11962, New York","4","1","0","0","0","1","0","0","0","3","1","1","0","1","0","0","0"
"8710000US3611963","ZCTA5 11963, New York","34","5","0","1","1","2","0","0","1","29","5","5","6","2","4","3","4"
"8710000US3611964","ZCTA5 11964, New York","8","2","1","1","0","0","0","0","0","6","0","1","1","2","1","0","1"
"8710000US3611965","ZCTA5 11965, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3611967","ZCTA5 11967, New York","259","180","6","16","29","40","35","19","35","79","2","16","6","17","11","11","16"
"8710000US3611968","ZCTA5 11968, New York","88","19","4","1","2","5","3","1","3","69","1","9","7","21","11","6","14"
"8710000US3611970","ZCTA5 11970, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611971","ZCTA5 11971, New York","33","4","0","1","0","2","0","0","1","29","1","1","3","10","7","4","3"
"8710000US3611972","ZCTA5 11972, New York","20","2","0","1","0","0","0","0","1","18","1","1","3","4","3","5","1"
"8710000US3611973","ZCTA5 11973, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611975","ZCTA5 11975, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611976","ZCTA5 11976, New York","8","2","0","0","1","0","1","0","0","6","1","0","1","0","3","0","1"
"8710000US3611977","ZCTA5 11977, New York","19","2","0","0","0","1","0","0","1","17","1","1","1","4","6","0","4"
"8710000US3611978","ZCTA5 11978, New York","47","13","0","1","2","3","4","1","2","34","1","2","4","6","12","2","7"
"8710000US3611980","ZCTA5 11980, New York","11","7","0","3","1","2","1","0","0","4","0","1","0","0","0","2","1"
"8710000US3612007","ZCTA5 12007, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612008","ZCTA5 12008, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612009","ZCTA5 12009, New York","18","8","1","2","1","2","1","1","0","10","2","3","3","1","1","0","0"
"8710000US3612010","ZCTA5 12010, New York","673","142","18","37","31","21","18","8","9","531","115","131","96","71","68","24","26"
"8710000US3612015","ZCTA5 12015, New York","7","5","1","3","0","0","0","0","1","2","1","0","0","1","0","0","0"
"8710000US3612017","ZCTA5 12017, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612018","ZCTA5 12018, New York","5","4","1","1","2","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612019","ZCTA5 12019, New York","16","10","0","3","1","3","3","0","0","6","0","4","0","2","0","0","0"
"8710000US3612020","ZCTA5 12020, New York","34","16","1","3","4","3","4","0","1","18","5","5","4","2","0","1","1"
"8710000US3612022","ZCTA5 12022, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612023","ZCTA5 12023, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612024","ZCTA5 12024, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612025","ZCTA5 12025, New York","3","3","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3612027","ZCTA5 12027, New York","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612028","ZCTA5 12028, New York","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612029","ZCTA5 12029, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612031","ZCTA5 12031, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612032","ZCTA5 12032, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612033","ZCTA5 12033, New York","8","3","1","1","0","0","1","0","0","5","0","0","0","4","1","0","0"
"8710000US3612035","ZCTA5 12035, New York","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612036","ZCTA5 12036, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612037","ZCTA5 12037, New York","13","4","1","3","0","0","0","0","0","9","1","2","0","3","1","1","1"
"8710000US3612040","ZCTA5 12040, New York","2","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612041","ZCTA5 12041, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612042","ZCTA5 12042, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612043","ZCTA5 12043, New York","9","4","1","1","1","0","0","0","1","5","1","1","3","0","0","0","0"
"8710000US3612045","ZCTA5 12045, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612046","ZCTA5 12046, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612047","ZCTA5 12047, New York","55","12","0","2","5","4","1","0","0","43","15","9","11","4","3","1","0"
"8710000US3612051","ZCTA5 12051, New York","7","5","1","0","1","1","1","1","0","2","0","0","1","0","1","0","0"
"8710000US3612052","ZCTA5 12052, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612053","ZCTA5 12053, New York","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612054","ZCTA5 12054, New York","17","11","2","2","2","3","1","1","0","6","2","0","0","2","0","1","1"
"8710000US3612056","ZCTA5 12056, New York","3","3","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612057","ZCTA5 12057, New York","3","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612058","ZCTA5 12058, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612059","ZCTA5 12059, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612060","ZCTA5 12060, New York","3","1","0","1","0","0","0","0","0","2","1","0","1","0","0","0","0"
"8710000US3612061","ZCTA5 12061, New York","13","4","0","1","1","1","1","0","0","9","3","3","1","2","0","0","0"
"8710000US3612062","ZCTA5 12062, New York","3","1","0","0","0","1","0","0","0","2","0","0","0","2","0","0","0"
"8710000US3612063","ZCTA5 12063, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612064","ZCTA5 12064, New York","3","1","0","0","0","1","0","0","0","2","0","1","0","0","1","0","0"
"8710000US3612065","ZCTA5 12065, New York","89","30","6","6","7","7","4","0","0","59","7","12","14","14","6","4","2"
"8710000US3612066","ZCTA5 12066, New York","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612067","ZCTA5 12067, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612068","ZCTA5 12068, New York","3","2","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612069","ZCTA5 12069, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612070","ZCTA5 12070, New York","2","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3612071","ZCTA5 12071, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612072","ZCTA5 12072, New York","5","2","1","0","0","0","0","0","1","3","1","0","0","0","1","1","0"
"8710000US3612074","ZCTA5 12074, New York","4","1","1","0","0","0","0","0","0","3","1","1","0","0","1","0","0"
"8710000US3612075","ZCTA5 12075, New York","7","0","0","0","0","0","0","0","0","7","0","1","3","0","1","0","2"
"8710000US3612076","ZCTA5 12076, New York","2","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612077","ZCTA5 12077, New York","5","4","1","2","0","1","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612078","ZCTA5 12078, New York","40","15","2","8","2","0","2","0","1","25","5","7","3","4","2","2","2"
"8710000US3612083","ZCTA5 12083, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612084","ZCTA5 12084, New York","21","3","0","0","0","3","0","0","0","18","6","9","3","0","0","0","0"
"8710000US3612085","ZCTA5 12085, New York","3","0","0","0","0","0","0","0","0","3","1","1","1","0","0","0","0"
"8710000US3612086","ZCTA5 12086, New York","10","4","1","1","0","0","1","1","0","6","2","3","1","0","0","0","0"
"8710000US3612087","ZCTA5 12087, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612089","ZCTA5 12089, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612090","ZCTA5 12090, New York","7","4","2","1","0","0","1","0","0","3","1","1","0","1","0","0","0"
"8710000US3612092","ZCTA5 12092, New York","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612093","ZCTA5 12093, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612094","ZCTA5 12094, New York","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612095","ZCTA5 12095, New York","24","5","0","2","1","2","0","0","0","19","8","2","2","5","0","2","0"
"8710000US3612106","ZCTA5 12106, New York","4","2","0","1","0","1","0","0","0","2","1","1","0","0","0","0","0"
"8710000US3612108","ZCTA5 12108, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612110","ZCTA5 12110, New York","49","13","2","3","4","1","2","0","1","36","11","4","7","6","4","1","3"
"8710000US3612115","ZCTA5 12115, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612116","ZCTA5 12116, New York","2","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612117","ZCTA5 12117, New York","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612118","ZCTA5 12118, New York","13","5","0","1","2","0","1","0","1","8","3","2","0","2","0","0","1"
"8710000US3612120","ZCTA5 12120, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612121","ZCTA5 12121, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612122","ZCTA5 12122, New York","7","3","0","1","1","0","0","0","1","4","3","0","0","0","1","0","0"
"8710000US3612123","ZCTA5 12123, New York","4","3","0","2","1","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612124","ZCTA5 12124, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612125","ZCTA5 12125, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612130","ZCTA5 12130, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612131","ZCTA5 12131, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612132","ZCTA5 12132, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612134","ZCTA5 12134, New York","4","1","1","0","0","0","0","0","0","3","1","1","0","1","0","0","0"
"8710000US3612136","ZCTA5 12136, New York","2","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0"
